model_display,disease,topic,profile,project,pmid,error_kind,primary_type,flags,prediction,llm_tier,disease_score,population_score,location_score,evidence_score,parameter_score,overall_score,title,year,create_date,journal,abstract_len,overall_justification,parameter_justification,evidence_justification
LEADS-2,covid19,fatality,P4,4,33605244,FP,borderline_possible_over_inclusion,original_or_data_signal;other_parameter_signal;possible_bucket;review_or_commentary_signal;target_parameter_signal,possible_candidate,,-1,-1,-1,-1,-1,2,"COVID-19: All Facts, No Myth.",2020,2021/02/19,Kathmandu University medical journal (KUMJ),1749,The abstract mentions fatality and severity outcomes of SARS-CoV-2 infection.,,
LEADS-2,covid19,fatality,P4,4,32105680,FP,borderline_possible_over_inclusion,original_or_data_signal;other_parameter_signal;possible_bucket;target_parameter_signal,possible_candidate,,-1,-1,-1,-1,-1,2,Coronavirus Disease 2019 (COVID-19) and pregnancy: what obstetricians need to know.,2020,2020/02/28,American journal of obstetrics and gynecology,3910,The abstract discusses fatality and severity outcomes of SARS-CoV-2 infection.,,
LEADS-2,covid19,fatality,P4,4,32437052,FP,borderline_possible_over_inclusion,original_or_data_signal;other_parameter_signal;possible_bucket;review_or_commentary_signal;target_parameter_signal,possible_candidate,,-1,-1,-1,-1,-1,2,Increase in COVID-19 cases and case-fatality and case-recovery rates in Europe: A cross-temporal meta-analysis.,2020,2020/05/22,Journal of medical virology,2099,"The study provides data on case-fatality rates of COVID-19 in Europe, which is directly relevant to the question.",,
LEADS-2,covid19,fatality,P4,4,32452195,FP,borderline_possible_over_inclusion,original_or_data_signal;other_parameter_signal;possible_bucket;review_or_commentary_signal;target_parameter_signal,possible_candidate,,-1,-1,-1,-1,-1,2,COVID-19 and pregnancy - where are we now? A review.,2020,2020/05/27,Journal of perinatal medicine,1266,The paper discusses fatality and severity outcomes of SARS-CoV-2 infection.,,
LEADS-2,covid19,fatality,P4,4,32879801,FP,borderline_possible_over_inclusion,original_or_data_signal;other_parameter_signal;possible_bucket;review_or_commentary_signal;target_parameter_signal,possible_candidate,,-1,-1,-1,-1,-1,2,"A comparison of COVID-19, SARS and MERS.",2020,2020/09/04,PeerJ,1784,The paper discusses the fatality and severity outcomes of SARS-CoV-2 infection.,,
LEADS-2,covid19,fatality,P4,4,32332856,FP,borderline_possible_over_inclusion,original_or_data_signal;other_parameter_signal;possible_bucket;target_parameter_signal,possible_candidate,,-1,-1,-1,-1,-1,2,COVID-19 in persons with haematological cancers.,2020,2020/04/26,Leukemia,1727,"The study focuses on COVID-19 outcomes in haematological cancer patients, which is relevant to the question.",,
LEADS-2,covid19,fatality,P4,4,32409144,FP,borderline_possible_over_inclusion,original_or_data_signal;other_parameter_signal;possible_bucket;review_or_commentary_signal;target_parameter_signal,possible_candidate,,-1,-1,-1,-1,-1,2,A Review of Current Interventions for COVID-19 Prevention.,2020,2020/05/16,Archives of medical research,1494,The abstract discusses the severity and fatality outcomes of SARS-CoV-2 infection.,,
LEADS-2,covid19,fatality,P4,4,32297983,FP,borderline_possible_over_inclusion,original_or_data_signal;other_parameter_signal;possible_bucket;target_parameter_signal,possible_candidate,,-1,-1,-1,-1,-1,2,Case fatality rate analysis of Italian COVID-19 outbreak.,2020,2020/04/17,Journal of medical virology,1256,"The paper focuses on the case fatality rate of COVID-19 in Italy, which is directly related to the question.",,
LEADS-2,covid19,fatality,P4,4,32417675,FP,borderline_possible_over_inclusion,original_or_data_signal;other_parameter_signal;possible_bucket;review_or_commentary_signal;target_parameter_signal,possible_candidate,,-1,-1,-1,-1,-1,2,Characterisation of COVID-19 Pandemic in Paediatric Age Group: A Systematic Review and Meta-Analysis.,2020,2020/05/18,Journal of clinical virology : the official publication of the Pan American Society for Clinical Virology,1349,The paper provides data on fatality and severity outcomes of SARS-CoV-2 infection in the paediatric age group.,,
LEADS-2,covid19,fatality,P4,4,32633997,FP,borderline_possible_over_inclusion,original_or_data_signal;other_parameter_signal;possible_bucket;target_parameter_signal,possible_candidate,,-1,-1,-1,-1,-1,2,Novel coronavirus pandemic: A clinical overview.,2020,2020/07/08,South African family practice : official journal of the South African Academy of Family Practice/Primary Care,1338,The abstract mentions fatality and severity outcomes of SARS-CoV-2 infection.,,
LEADS-2,covid19,fatality,P4,4,32450906,FP,borderline_possible_over_inclusion,original_or_data_signal;other_parameter_signal;possible_bucket;review_or_commentary_signal;target_parameter_signal,possible_candidate,,-1,-1,-1,-1,-1,2,Impact of sex and gender on COVID-19 outcomes in Europe.,2020,2020/05/27,Biology of sex differences,1739,"The paper discusses sex-disaggregated data on COVID-19 outcomes in Europe, which is relevant to the question.",,
LEADS-2,covid19,fatality,P4,4,33505949,FP,borderline_possible_over_inclusion,original_or_data_signal;other_parameter_signal;possible_bucket;review_or_commentary_signal;target_parameter_signal,possible_candidate,,-1,-1,-1,-1,-1,2,Clinical Characteristics and Diagnostic Challenges of COVID-19: An Update From the Global Perspective.,2020,2021/01/28,Frontiers in public health,1969,The paper provides data on fatality and severity outcomes of SARS-CoV-2 infection.,,
LEADS-2,covid19,fatality,P4,4,32594937,FP,borderline_possible_over_inclusion,original_or_data_signal;other_parameter_signal;possible_bucket;review_or_commentary_signal;target_parameter_signal,possible_candidate,,-1,-1,-1,-1,-1,2,Epidemiological characteristics of COVID-19: a systematic review and meta-analysis.,2020,2020/06/30,Epidemiology and infection,1658,"The study provides data on the incubation period and fatality rate of COVID-19, which are relevant to the question.",,
LEADS-2,covid19,fatality,P4,4,32031234,FP,sparse_metadata_over_inclusion,original_or_data_signal;other_parameter_signal;possible_bucket;sparse_or_no_abstract;target_parameter_signal,possible_candidate,,-1,-1,-1,-1,-1,2,2019-novel Coronavirus (2019-nCoV): estimating the case fatality rate - a word of caution.,2020,2020/02/08,Swiss medical weekly,0,"The paper addresses estimating the case fatality rate of SARS-CoV-2, which is directly related to the question.",,
LEADS-2,covid19,fatality,P4,4,32313463,FP,borderline_possible_over_inclusion,original_or_data_signal;other_parameter_signal;possible_bucket;target_parameter_signal,possible_candidate,,-1,-1,-1,-1,-1,2,2019 novel coronavirus: an emerging global threat.,2020,2020/04/22,Proceedings (Baylor University. Medical Center),1286,"The paper discusses the fatality rate of SARS-CoV-2 infection, which is directly related to the question.",,
LEADS-2,covid19,fatality,P4,4,32362642,FP,borderline_possible_over_inclusion,original_or_data_signal;other_parameter_signal;possible_bucket;review_or_commentary_signal;target_parameter_signal,possible_candidate,,-1,-1,-1,-1,-1,2,The 2019 novel coronavirus disease (COVID-19) pandemic: A review of the current evidence.,2020,2020/05/05,The Indian journal of medical research,1756,"The paper discusses the fatality rate of COVID-19, which is directly related to the question.",,
LEADS-2,covid19,fatality,P4,4,32395541,FP,borderline_possible_over_inclusion,original_or_data_signal;other_parameter_signal;possible_bucket;target_parameter_signal,possible_candidate,,-1,-1,-1,-1,-1,2,Coronavirus disease 2019 (COVID-19): the portrait of a perfect storm.,2020,2020/05/13,Annals of translational medicine,1626,The abstract discusses the severity and fatality outcomes of SARS-CoV-2 infection.,,
LEADS-2,covid19,fatality,P4,4,32265848,FP,borderline_possible_over_inclusion,original_or_data_signal;other_parameter_signal;possible_bucket;review_or_commentary_signal;target_parameter_signal,possible_candidate,,-1,-1,-1,-1,-1,2,Subunit Vaccines Against Emerging Pathogenic Human Coronaviruses.,2020,2020/04/09,Frontiers in microbiology,2059,"The paper discusses the development of vaccines against SARS-CoV and MERS-CoV, which are relevant to the question.",,
LEADS-2,covid19,fatality,P4,4,32611978,FP,borderline_possible_over_inclusion,original_or_data_signal;other_parameter_signal;possible_bucket;target_parameter_signal,possible_candidate,,-1,-1,-1,-1,-1,2,SARS-CoV-2 in Italy: Population Density Correlates with Morbidity and Mortality.,2021,2020/07/03,Japanese journal of infectious diseases,1092,"The study examines the correlation between population density and COVID-19 outcomes, which is relevant to the question.",,
LEADS-2,covid19,fatality,P4,4,32180292,FP,borderline_possible_over_inclusion,original_or_data_signal;other_parameter_signal;possible_bucket;review_or_commentary_signal;target_parameter_signal,possible_candidate,,-1,-1,-1,-1,-1,2,Coronavirus in pregnancy and delivery: rapid review.,2020,2020/03/18,Ultrasound in obstetrics & gynecology : the official journal of the International Society of Ultrasound in Obstetrics and Gynecology,3178,"The paper addresses the impact of COVID-19 on pregnant women, which is directly related to the question.",,
LEADS-2,covid19,fatality,P4,4,32554773,FP,borderline_possible_over_inclusion,original_or_data_signal;other_parameter_signal;possible_bucket;target_parameter_signal,possible_candidate,,-1,-1,-1,-1,-1,2,Incidence and case fatality rate of COVID-19 in patients with active epilepsy.,2020,2020/06/20,Neurology,1837,"The study estimates the incidence and fatality of COVID-19 in patients with active epilepsy, which is directly related to the question.",,
LEADS-2,covid19,fatality,P4,4,32234343,FP,borderline_possible_over_inclusion,original_or_data_signal;other_parameter_signal;possible_bucket;target_parameter_signal,possible_candidate,,-1,-1,-1,-1,-1,2,Monitoring transmissibility and mortality of COVID-19 in Europe.,2020,2020/04/03,International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases,1277,"The study reports on the real-time effective reproduction numbers (R(t)) and case fatality rates (CFR) in Europe, which are directly relevant to the question.",,
LEADS-2,covid19,fatality,P4,4,32179124,FP,borderline_possible_over_inclusion,original_or_data_signal;other_parameter_signal;possible_bucket;review_or_commentary_signal;target_parameter_signal,possible_candidate,,-1,-1,-1,-1,-1,2,"Clinical, laboratory and imaging features of COVID-19: A systematic review and meta-analysis.",2020,2020/03/18,Travel medicine and infectious disease,1868,The paper provides data on fatality and severity outcomes of SARS-CoV-2 infection.,,
LEADS-2,covid19,fatality,P4,4,32627569,FP,borderline_possible_over_inclusion,original_or_data_signal;other_parameter_signal;possible_bucket;review_or_commentary_signal;target_parameter_signal,possible_candidate,,-1,-1,-1,-1,-1,2,The theoretical mortality risk of an asymptomatic patient with a negative SARS-CoV-2 test developing COVID-19 following elective orthopaedic surgery.,2020,2020/07/07,The bone & joint journal,2153,The study directly addresses the probability of SARS-CoV-2 infection and its associated mortality risk.,,
LEADS-2,covid19,fatality,P4,4,32377387,FP,sparse_metadata_over_inclusion,original_or_data_signal;possible_bucket;review_or_commentary_signal;sparse_or_no_abstract,possible_candidate,,-1,-1,-1,-1,-1,2,High-flow Nasal Cannula Oxygenation Revisited in COVID-19.,2020,2020/05/08,Cardiac failure review,0,"The paper focuses on high-flow nasal cannula oxygenation in COVID-19 patients, which is relevant to the question.",,
LEADS-2,covid19,fatality,P4,4,32108351,FP,borderline_possible_over_inclusion,original_or_data_signal;possible_bucket;review_or_commentary_signal;target_parameter_signal,possible_candidate,,-1,-1,-1,-1,-1,2,Clinical characteristics of hospitalized patients with SARS-CoV-2 infection: A single arm meta-analysis.,2020,2020/02/29,Journal of medical virology,1879,"The study provides data on the incidence of fever, cough, muscle soreness or fatigue, ARDS, abnormal chest CT, severe cases, and case fatality rate in patients with SARS-CoV-2 infection.",,
LEADS-2,covid19,fatality,P4,4,32283155,FP,borderline_possible_over_inclusion,original_or_data_signal;other_parameter_signal;possible_bucket;review_or_commentary_signal;target_parameter_signal,possible_candidate,,-1,-1,-1,-1,-1,2,Clinical characteristics of coronavirus disease 2019 (COVID-19) in China: A systematic review and meta-analysis.,2020,2020/04/14,The Journal of infection,1549,"The paper provides data on the severity and fatality outcomes of COVID-19, which is directly relevant to the question.",,
LEADS-2,covid19,fatality,P4,4,32339723,FP,borderline_possible_over_inclusion,original_or_data_signal;possible_bucket;target_parameter_signal,possible_candidate,,-1,-1,-1,-1,-1,2,Estimating the instant case fatality rate of COVID-19 in China.,2020,2020/04/28,International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases,1235,"The study focuses on estimating the instant case fatality rate of COVID-19 in China, which is directly related to the question.",,
LEADS-2,covid19,fatality,P4,4,33717627,FP,borderline_possible_over_inclusion,original_or_data_signal;other_parameter_signal;possible_bucket;review_or_commentary_signal;target_parameter_signal,possible_candidate,,-1,-1,-1,-1,-1,2,Tuberculosis and Coronavirus Disease 2019 (COVID-19) from A Clinical Perspective: A Systematic Review.,2020,2021/03/15,Medeniyet medical journal,1307,"The paper discusses the fatality and severity outcomes of COVID-19, which is directly related to the question.",,
LEADS-2,covid19,fatality,P4,4,33061588,FP,borderline_possible_over_inclusion,original_or_data_signal;other_parameter_signal;possible_bucket;review_or_commentary_signal;target_parameter_signal,possible_candidate,,-1,-1,-1,-1,-1,2,"The Landscape of COVID-19 in Cancer Patients: Prevalence, Impacts, and Recommendations.",2020,2020/10/16,Cancer management and research,1453,"The paper discusses the prevalence and mortality rates of COVID-19 in cancer patients, which is directly related to the question.",,
LEADS-2,covid19,fatality,P4,4,32953401,FP,borderline_possible_over_inclusion,original_or_data_signal;other_parameter_signal;possible_bucket;review_or_commentary_signal;target_parameter_signal,possible_candidate,,-1,-1,-1,-1,-1,2,The Case Fatality Rate in COVID-19 Patients With Cardiovascular Disease: Global Health Challenge and Paradigm in the Current Pandemic.,2020,2020/09/21,Current pharmacology reports,1868,"The paper discusses the case fatality rate in COVID-19 patients with cardiovascular disease, which is directly related to the question.",,
LEADS-2,covid19,fatality,P4,4,32329522,FP,borderline_possible_over_inclusion,original_or_data_signal;other_parameter_signal;possible_bucket;target_parameter_signal,possible_candidate,,-1,-1,-1,-1,-1,2,Understanding epidemic data and statistics: A case study of COVID-19.,2020,2020/04/25,Journal of medical virology,1350,The abstract mentions fatality and severity outcomes of COVID-19.,,
LEADS-2,covid19,fatality,P4,4,32374903,FP,borderline_possible_over_inclusion,original_or_data_signal;other_parameter_signal;possible_bucket;target_parameter_signal,possible_candidate,,-1,-1,-1,-1,-1,2,SARS-CoV-2 viral spike G614 mutation exhibits higher case fatality rate.,2020,2020/05/07,International journal of clinical practice,1225,The study focuses on the fatality and severity outcomes of SARS-CoV-2 infection.,,
LEADS-2,covid19,fatality,P4,4,32396922,FP,borderline_possible_over_inclusion,original_or_data_signal;other_parameter_signal;possible_bucket;target_parameter_signal,possible_candidate,,-1,-1,-1,-1,-1,2,Respiratory disease in rhesus macaques inoculated with SARS-CoV-2.,2020,2020/05/13,Nature,1272,"The study involves rhesus macaques inoculated with SARS-CoV-2, which is directly related to the question.",,
LEADS-2,covid19,fatality,P4,4,32471937,FP,sparse_metadata_over_inclusion,original_or_data_signal;possible_bucket;sparse_or_no_abstract;target_parameter_signal,possible_candidate,,-1,-1,-1,-1,-1,2,What do differences in case fatality ratios between children and adults tell us about COVID-19?,2020,2020/05/31,The European respiratory journal,153,"The paper addresses the case fatality ratios of COVID-19, which is directly related to the question.",,
LEADS-2,covid19,fatality,P4,4,32354565,FP,borderline_possible_over_inclusion,original_or_data_signal;other_parameter_signal;possible_bucket;target_parameter_signal,possible_candidate,,-1,-1,-1,-1,-1,2,[Case fatality rate of COVID-19: absence of epidemiological pattern].,2021,2020/05/02,Gaceta sanitaria,1080,"The study analyzes fatality rates of COVID-19, which is directly related to the question.",,
LEADS-2,covid19,fatality,P4,4,32482250,FP,borderline_possible_over_inclusion,original_or_data_signal;other_parameter_signal;possible_bucket;review_or_commentary_signal;target_parameter_signal,possible_candidate,,-1,-1,-1,-1,-1,2,"Prior and novel coronaviruses, Coronavirus Disease 2019 (COVID-19), and human reproduction: what is known?",2020,2020/06/03,Fertility and sterility,1812,"The paper discusses the effects of COVID-19 on pregnancy outcomes, which is directly related to the question.",,
LEADS-2,covid19,fatality,P4,4,32198088,FP,borderline_possible_over_inclusion,original_or_data_signal;other_parameter_signal;possible_bucket;target_parameter_signal,possible_candidate,,-1,-1,-1,-1,-1,2,Transmission potential and severity of COVID-19 in South Korea.,2020,2020/03/22,International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases,1302,The study provides data on the fatality and severity outcomes of COVID-19 in South Korea.,,
LEADS-2,covid19,fatality,P4,4,32033064,FP,borderline_possible_over_inclusion,original_or_data_signal;other_parameter_signal;possible_bucket;target_parameter_signal,possible_candidate,,-1,-1,-1,-1,-1,2,The Rate of Underascertainment of Novel Coronavirus (2019-nCoV) Infection: Estimation Using Japanese Passengers Data on Evacuation Flights.,2020,2020/02/09,Journal of clinical medicine,854,The paper provides data on the fatality and severity outcomes of SARS-CoV-2 infection.,,
LEADS-2,covid19,fatality,P4,4,32282268,FP,borderline_possible_over_inclusion,original_or_data_signal;other_parameter_signal;possible_bucket;target_parameter_signal,possible_candidate,,-1,-1,-1,-1,-1,2,Emergence of Novel Coronavirus and COVID-19: whether to stay or die out?,2020,2020/04/14,Critical reviews in microbiology,1302,"The abstract discusses the emergence of SARS-CoV-2 and its potential outcomes, which aligns with the question.",,
LEADS-2,covid19,fatality,P4,4,32550259,FP,borderline_possible_over_inclusion,original_or_data_signal;other_parameter_signal;possible_bucket;review_or_commentary_signal;target_parameter_signal,possible_candidate,,-1,-1,-1,-1,-1,2,Coronavirus disease 2019 and cardiovascular system: A narrative review.,2020,2020/06/19,International journal of cardiology. Heart & vasculature,1617,"The paper discusses cardiovascular outcomes in COVID-19 patients, which aligns with the question.",,
LEADS-2,covid19,fatality,P4,4,32242947,FP,borderline_possible_over_inclusion,original_or_data_signal;other_parameter_signal;possible_bucket;review_or_commentary_signal;target_parameter_signal,possible_candidate,,-1,-1,-1,-1,-1,2,Imaging and clinical features of patients with 2019 novel coronavirus SARS-CoV-2: A systematic review and meta-analysis.,2020,2020/04/04,Journal of medical virology,1733,The paper provides data on fatality and severity outcomes of SARS-CoV-2 infection.,,
LEADS-2,covid19,fatality,P4,4,32379502,FP,borderline_possible_over_inclusion,original_or_data_signal;other_parameter_signal;possible_bucket;target_parameter_signal,possible_candidate,,-1,-1,-1,-1,-1,2,Estimating The Infection Fatality Rate Among Symptomatic COVID-19 Cases In The United States.,2020,2020/05/08,Health affairs (Project Hope),1155,"The study directly estimates the infection fatality rate of SARS-CoV-2, which is relevant to the question.",,
LEADS-2,covid19,fatality,P4,4,32357994,FP,borderline_possible_over_inclusion,original_or_data_signal;other_parameter_signal;possible_bucket;target_parameter_signal,possible_candidate,,-1,-1,-1,-1,-1,2,Case Fatality Rate of Cancer Patients with COVID-19 in a New York Hospital System.,2020,2020/05/03,Cancer discovery,1446,The study focuses on the fatality outcomes of SARS-CoV-2 infection in cancer patients.,,
LEADS-2,covid19,fatality,P4,4,32753136,FP,borderline_possible_over_inclusion,original_or_data_signal;other_parameter_signal;possible_bucket;target_parameter_signal,possible_candidate,,-1,-1,-1,-1,-1,2,Sex Differences in Case Fatality Rate of COVID-19: Insights From a Multinational Registry.,2020,2020/08/06,Mayo Clinic proceedings,1892,"The study confirms a relationship between male sex and COVID-19 mortality, which is directly related to the question.",,
LEADS-2,covid19,fatality,P4,4,32774918,FP,borderline_possible_over_inclusion,original_or_data_signal;other_parameter_signal;possible_bucket;target_parameter_signal,possible_candidate,,-1,-1,-1,-1,-1,2,Epidemiology of COVID-19 and Predictors of Recovery in the Republic of Korea.,2020,2020/08/11,Pulmonary medicine,1638,"The study focuses on the epidemiology of COVID-19 and predictors of recovery, which is directly related to the question.",,
LEADS-2,covid19,fatality,P4,4,32444481,FP,borderline_possible_over_inclusion,original_or_data_signal;other_parameter_signal;possible_bucket;target_parameter_signal,possible_candidate,,-1,-1,-1,-1,-1,2,Temporal estimates of case-fatality rate for COVID-19 outbreaks in Canada and the United States.,2020,2020/05/24,CMAJ : Canadian Medical Association journal = journal de l'Association medicale canadienne,1584,"The paper provides estimates of the case-fatality rate (CFR) for COVID-19 in Canada and the US, which is directly relevant to the question.",,
LEADS-2,covid19,fatality,P4,4,32473875,FP,borderline_possible_over_inclusion,original_or_data_signal;other_parameter_signal;possible_bucket;target_parameter_signal,possible_candidate,,-1,-1,-1,-1,-1,2,Intellectual and developmental disability and COVID-19 case-fatality trends: TriNetX analysis.,2020,2020/06/01,Disability and health journal,1428,"The study focuses on COVID-19 trends among people with IDD, which is relevant to the question.",,
LEADS-2,covid19,fatality,P4,4,32301155,FP,borderline_possible_over_inclusion,original_or_data_signal;other_parameter_signal;possible_bucket;target_parameter_signal,possible_candidate,,-1,-1,-1,-1,-1,2,COVID-19 in solid organ transplant recipients: A single-center case series from Spain.,2020,2020/04/18,American journal of transplantation : official journal of the American Society of Transplantation and the American Society of Transplant Surgeons,1429,"The study involves patients with COVID-19, which is relevant to the question.",,
LEADS-2,covid19,fatality,P4,4,32629880,FP,borderline_possible_over_inclusion,original_or_data_signal;other_parameter_signal;possible_bucket;target_parameter_signal,possible_candidate,,-1,-1,-1,-1,-1,2,Early Phase of the COVID-19 Outbreak in Hungary and Post-Lockdown Scenarios.,2020,2020/07/08,Viruses,767,"The paper discusses the epidemiological and statistical analysis of COVID-19 in Hungary, which is relevant to the question.",,
LEADS-2,covid19,fatality,P4,4,32429038,FP,borderline_possible_over_inclusion,original_or_data_signal;other_parameter_signal;possible_bucket;review_or_commentary_signal;target_parameter_signal,possible_candidate,,-1,-1,-1,-1,-1,2,Prognosis of COVID-19 in Patients with Liver and Kidney Diseases: An Early Systematic Review and Meta-Analysis.,2020,2020/05/21,Tropical medicine and infectious disease,1367,The study focuses on the severity and mortality outcomes of COVID-19 in patients with underlying liver and kidney diseases.,,
