model_display,disease,topic,profile,project,pmid,error_kind,primary_type,flags,prediction,llm_tier,disease_score,population_score,location_score,evidence_score,parameter_score,overall_score,title,year,create_date,journal,abstract_len,overall_justification,parameter_justification,evidence_justification
Qwen3.6 Plus,covid19,fatality,P4,4,32339723,FP,plausibly_relevant_not_in_sr_gt,high_5d_scores;original_or_data_signal;other_parameter_signal;target_parameter_signal,strong_candidate,S,4,4,4,4,4,4,Estimating the instant case fatality rate of COVID-19 in China.,2020,2020/04/28,International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases,1235,The study directly addresses the research question by providing original empirical estimates of the case fatality rate for COVID-19 in a large human population. All dimensions are strongly supported by explicit textual evidence.,Explicitly estimates and reports the instant case fatality rate (CFR) as the primary outcome.,Reports original empirical analysis of officially collected case data to calculate instant CFR and cure rates.
Qwen3.6 Plus,covid19,fatality,P4,4,32329522,FP,weak_original_evidence,original_or_data_signal;other_parameter_signal;possible_bucket;target_parameter_signal;weak_evidence_score,possible_candidate,P,4,4,4,2,3,3,Understanding epidemic data and statistics: A case study of COVID-19.,2020,2020/04/25,Journal of medical virology,1350,"The paper analyzes public COVID-19 statistics and explicitly calculates CFR across several nations. While it reports the target parameter, it relies on secondary data analysis with unclear primary methodology, warranting full-text verification to confirm originality and analytical rigor.",Explicitly calculates and reports the case fatality rate (CFR) for multiple countries as a key analytical output of the study.,Performs secondary analysis of publicly reported surveillance data rather than primary data collection; evidence quality is uncertain without full text.
Qwen3.6 Plus,covid19,fatality,P4,4,32374903,FP,broad_topic_over_inclusion,original_or_data_signal;other_parameter_signal;target_parameter_signal,strong_candidate,S,4,4,4,3,4,4,SARS-CoV-2 viral spike G614 mutation exhibits higher case fatality rate.,2020,2020/05/07,International journal of clinical practice,1225,The study directly addresses SARS-CoV-2 in human populations and presents original ecological data explicitly reporting case fatality rates across real-world geographic regions. It strongly aligns with the research question.,Explicitly reports and analyzes case fatality rate (CFR) as a primary outcome measure.,Reports original ecological analysis correlating mutation frequency with case fatality rates; not a review or commentary.
Qwen3.6 Plus,covid19,fatality,P4,4,32354565,FP,plausibly_relevant_not_in_sr_gt,high_5d_scores;original_or_data_signal;other_parameter_signal;target_parameter_signal,strong_candidate,S,4,4,4,4,4,4,[Case fatality rate of COVID-19: absence of epidemiological pattern].,2021,2020/05/02,Gaceta sanitaria,1080,"This is a strong candidate that clearly addresses COVID-19, uses original empirical data from multiple countries, and explicitly reports case fatality rates as a key outcome. It meets all criteria for inclusion.","Explicitly analyzes and reports mortality and case fatality rates as primary response variables, presenting correlation results.","Reports an original ecological study using international organization data, applying statistical methods to analyze variables."
Qwen3.6 Plus,covid19,fatality,P4,4,32198088,FP,plausibly_relevant_not_in_sr_gt,high_5d_scores;original_or_data_signal;other_parameter_signal;target_parameter_signal,strong_candidate,S,4,4,4,4,4,4,Transmission potential and severity of COVID-19 in South Korea.,2020,2020/03/22,International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases,1302,"This study provides original empirical analysis of COVID-19 cases in South Korea and explicitly reports crude case fatality rates by demographic groups. It directly addresses the research question with strong, quantifiable evidence.",Explicitly reports crude case fatality rates stratified by sex and age as a key result.,Presents original empirical analysis of daily confirmed cases and deaths using mathematical modeling.
Qwen3.6 Plus,covid19,fatality,P4,4,32033064,FP,plausibly_relevant_not_in_sr_gt,high_5d_scores;original_or_data_signal;other_parameter_signal;target_parameter_signal,strong_candidate,S,4,4,4,4,4,4,The Rate of Underascertainment of Novel Coronavirus (2019-nCoV) Infection: Estimation Using Japanese Passengers Data on Evacuation Flights.,2020,2020/02/09,Journal of clinical medicine,854,The study directly addresses SARS-CoV-2 infection in a human population and provides original empirical estimates of the infection fatality risk (IFR). It is highly relevant to the research question.,Explicitly calculates and reports the infection fatality risk (IFR) as 0.3% to 0.6%.,Reports original empirical analysis estimating ascertainment rates and IFR using passenger screening data.
Qwen3.6 Plus,covid19,fatality,P4,4,32379502,FP,plausibly_relevant_not_in_sr_gt,high_5d_scores;original_or_data_signal;other_parameter_signal;target_parameter_signal,strong_candidate,S,4,4,4,4,4,4,Estimating The Infection Fatality Rate Among Symptomatic COVID-19 Cases In The United States.,2020,2020/05/08,Health affairs (Project Hope),1155,The study directly addresses the research question by presenting original empirical estimates of the IFR and CFR for symptomatic COVID-19 cases in the US. All dimensions are strongly supported by explicit textual evidence.,Explicitly reports and estimates the infection fatality rate (IFR) and case fatality rate (CFR) as primary study outcomes.,Reports original empirical analysis by fitting a statistical model to county-level case fatality data to derive new IFR estimates.
Qwen3.6 Plus,covid19,fatality,P4,4,32357994,FP,plausibly_relevant_not_in_sr_gt,high_5d_scores;original_or_data_signal;other_parameter_signal;target_parameter_signal,strong_candidate,S,4,4,4,4,4,4,Case Fatality Rate of Cancer Patients with COVID-19 in a New York Hospital System.,2020,2020/05/03,Cancer discovery,1446,The study provides original empirical data on the case fatality rate and mortality among cancer patients with COVID-19. It clearly addresses the target disease and parameter with robust quantitative results.,"Explicitly reports case fatality rates (CFR) and mortality outcomes, providing quantified estimates for different malignancy types.","Presents original empirical data from a cohort of 218 patients, including multivariate analysis of mortality factors."
Qwen3.6 Plus,covid19,fatality,P4,4,32753136,FP,plausibly_relevant_not_in_sr_gt,high_5d_scores;original_or_data_signal;other_parameter_signal;target_parameter_signal,strong_candidate,S,4,4,4,4,4,4,Sex Differences in Case Fatality Rate of COVID-19: Insights From a Multinational Registry.,2020,2020/08/06,Mayo Clinic proceedings,1892,"This study directly addresses the research question by analyzing sex differences in COVID-19 mortality using a large multinational patient registry. It provides original empirical data on case fatality rates, making it a strong candidate for inclusion.",Explicitly reports and analyzes all-cause mortality rates and case fatality as the primary study endpoint.,Reports original empirical data from a retrospective cohort analysis with propensity score matching and survival analysis.
Qwen3.6 Plus,covid19,fatality,P4,4,32774918,FP,plausibly_relevant_not_in_sr_gt,high_5d_scores;original_or_data_signal;other_parameter_signal;target_parameter_signal,strong_candidate,S,4,4,4,4,4,4,Epidemiology of COVID-19 and Predictors of Recovery in the Republic of Korea.,2020,2020/08/11,Pulmonary medicine,1638,"The paper provides original empirical data on COVID-19 epidemiology in South Korea, explicitly reporting the case fatality ratio. It directly aligns with the review's focus on fatality outcomes and uses robust national surveillance data.",Explicitly reports the case fatality ratio (2.1%) as a key epidemiological outcome alongside recovery predictors.,Presents original empirical analysis of national case data using descriptive statistics and multivariable logistic regression.
Qwen3.6 Plus,covid19,fatality,P4,4,32444481,FP,plausibly_relevant_not_in_sr_gt,high_5d_scores;original_or_data_signal;other_parameter_signal;target_parameter_signal,strong_candidate,S,4,4,4,4,4,4,Temporal estimates of case-fatality rate for COVID-19 outbreaks in Canada and the United States.,2020,2020/05/24,CMAJ : Canadian Medical Association journal = journal de l'Association medicale canadienne,1584,This study directly addresses the research question by estimating and comparing the case-fatality rate of COVID-19 in Canada and the US using original empirical data. All relevance dimensions are strongly supported by the title and abstract.,Explicitly estimates and reports the case-fatality rate (CFR) as the primary outcome.,Reports original empirical analysis using daily incidence data of confirmed cases and deaths.
Qwen3.6 Plus,covid19,fatality,P4,4,32473875,FP,plausibly_relevant_not_in_sr_gt,high_5d_scores;original_or_data_signal;other_parameter_signal;target_parameter_signal,strong_candidate,S,4,4,3,4,4,4,Intellectual and developmental disability and COVID-19 case-fatality trends: TriNetX analysis.,2020,2020/06/01,Disability and health journal,1428,The paper provides original empirical data on COVID-19 case-fatality rates stratified by intellectual/developmental disability status and age. It clearly reports the target parameter and meets all inclusion criteria.,Explicitly reports overall and age-stratified case-fatality rates (CFR) for COVID-19.,Presents original empirical analysis of patient data from the TriNetX platform to calculate trends and fatality rates.
Qwen3.6 Plus,covid19,fatality,P4,4,32301155,FP,plausibly_relevant_not_in_sr_gt,high_5d_scores;original_or_data_signal;other_parameter_signal;target_parameter_signal,strong_candidate,S,4,4,4,4,4,4,COVID-19 in solid organ transplant recipients: A single-center case series from Spain.,2020,2020/04/18,American journal of transplantation : official journal of the American Society of Transplantation and the American Society of Transplant Surgeons,1429,"This case series directly addresses the research question by reporting original empirical data on SARS-CoV-2 infection in a specific human population. It explicitly quantifies both fatality and severity outcomes, making it a strong candidate for inclusion.","Explicitly reports case-fatality rate (27.8%) and severity outcomes (progressive respiratory failure, clinical improvement, discharge status) as primary results.","Reports original empirical data from a single-center case series with patient-level clinical, management, and outcome data."
Qwen3.6 Plus,covid19,fatality,P4,4,32419720,FP,plausibly_relevant_not_in_sr_gt,high_5d_scores;original_or_data_signal;other_parameter_signal;target_parameter_signal,strong_candidate,S,4,4,4,4,4,4,Understanding COVID-19: Digit ratio (2D:4D) and sex differences in national case fatality rates.,2020,2020/05/19,Early human development,1455,The study directly addresses the research question by analyzing original human data to report national COVID-19 case fatality rates. All relevance dimensions are strongly supported by explicit textual evidence.,Explicitly reports and analyzes case fatality rates (CFR) and percent male mortality as primary study outcomes.,Reports original empirical analysis correlating digit ratios with national CFRs and male death percentages.
Qwen3.6 Plus,covid19,fatality,P4,4,32874699,FP,borderline_possible_over_inclusion,original_or_data_signal;other_parameter_signal;possible_bucket;review_or_commentary_signal;target_parameter_signal,possible_candidate,P,4,4,4,3,4,4,COVID-19 pandemic in India: A Comparison of pandemic pattern in Selected States.,2020,2020/09/03,Nepal journal of epidemiology,1600,"The study analyzes COVID-19 surveillance data in India and explicitly reports case fatality rate trends. While it presents original descriptive analysis, its self-identification as a review and reliance on secondary public data warrant cautious inclusion.",Explicitly reports and compares day-wise cumulative case fatality rates (CFR) across different states over time.,"Reports original descriptive analysis of surveillance data collected from the Ministry of Health, though self-described as a review."
Qwen3.6 Plus,covid19,fatality,P4,4,32631426,FP,broad_topic_over_inclusion,original_or_data_signal;other_parameter_signal;target_parameter_signal,strong_candidate,S,4,4,4,3,4,4,Transmission patterns of COVID-19 in the mainland of China and the efficacy of different control strategies: a data- and model-driven study.,2020,2020/07/08,Infectious diseases of poverty,2215,The study explicitly investigates COVID-19 in mainland China and presents original modeling analysis that quantifies the case fatality rate. It clearly meets all inclusion criteria for the systematic review.,Explicitly reports the case fatality rate (CFR) as a quantified result (6.42% with 95% CI).,Reports original data-driven compartmental modeling analysis using reported national health data.
Qwen3.6 Plus,covid19,fatality,P4,4,32175421,FP,broad_topic_over_inclusion,original_or_data_signal;other_parameter_signal;target_parameter_signal,strong_candidate,S,4,4,4,3,4,4,Early estimation of the case fatality rate of COVID-19 in mainland China: a data-driven analysis.,2020,2020/03/17,Annals of translational medicine,1381,The study directly addresses the research question by estimating the case fatality rate of COVID-19 using real-world epidemiological data. It provides clear original empirical evidence and explicitly reports the target parameter.,Explicitly estimates and reports the case fatality rate (CFR) as the primary outcome with confidence intervals.,Reports original data-driven statistical analysis using daily confirmed cases and deaths.
Qwen3.6 Plus,covid19,fatality,P4,4,33623566,FP,plausibly_relevant_not_in_sr_gt,high_5d_scores;original_or_data_signal;other_parameter_signal;target_parameter_signal,strong_candidate,S,4,4,4,4,4,4,Space-time COVID-19 monitoring in Morocco.,2020,2021/02/24,The Pan African medical journal,1658,This observational study analyzes real-world COVID-19 surveillance data in Morocco and explicitly reports regional mortality and case fatality rates. It provides original empirical evidence directly addressing the research question.,Explicitly reports mortality rates and case fatality rates (CFR) as primary results for different regions.,Describes an observational study analyzing daily reported case and death data from March to May 2020.
Qwen3.6 Plus,covid19,fatality,P4,4,33102412,FP,broad_topic_over_inclusion,original_or_data_signal;other_parameter_signal;target_parameter_signal,strong_candidate,S,4,4,4,3,3,3,SARS-CoV-2 Infections in the World: An Estimation of the Infected Population and a Measure of How Higher Detection Rates Save Lives.,2020,2020/10/26,Frontiers in public health,1500,The study provides original empirical estimates of SARS-CoV-2 infections and analyzes their association with cumulative deaths across countries. It clearly addresses fatality outcomes using real-world data and regression analysis.,"Explicitly reports and analyzes cumulative deaths and estimates deaths avoided, directly addressing fatality outcomes.",Presents original empirical analysis using cross-country regression and estimation models to quantify infections and deaths.
Qwen3.6 Plus,covid19,fatality,P4,4,32525826,FP,broad_topic_over_inclusion,original_or_data_signal;other_parameter_signal;target_parameter_signal,strong_candidate,S,4,4,4,3,4,4,Short epidemiological overview of the current situation on COVID-19 pandemic in Southeast European (SEE) countries.,2020,2020/06/12,Journal of infection in developing countries,1612,The study directly addresses SARS-CoV-2 fatality outcomes by reporting original CFR data from a specific geographic region. All dimensions are strongly supported by the abstract.,Explicitly reports the case fatality ratio (CFR) of 3.6% as a primary study result.,"Presents original empirical data ('Our data show...') on case counts and fatalities, though framed as an epidemiological overview."
Qwen3.6 Plus,covid19,fatality,P4,4,32592974,FP,plausibly_relevant_not_in_sr_gt,high_5d_scores;original_or_data_signal;other_parameter_signal;target_parameter_signal,strong_candidate,S,4,4,4,4,4,4,Association of particulate matter pollution and case fatality rate of COVID-19 in 49 Chinese cities.,2020,2020/06/28,The Science of the total environment,928,The study directly addresses the research question by analyzing the case fatality rate of COVID-19 in a large human population across multiple Chinese cities. It presents original empirical data and clearly reports the target parameter.,Explicitly reports and analyzes the case fatality rate (CFR) of COVID-19 as the primary outcome.,Reports original cross-sectional analysis using multivariate linear regression on city-level epidemiological data.
Qwen3.6 Plus,covid19,fatality,P4,4,32426362,FP,plausibly_relevant_not_in_sr_gt,high_5d_scores;original_or_data_signal;other_parameter_signal;target_parameter_signal,strong_candidate,S,4,4,4,4,4,4,Covid-19: A Dynamic Analysis of Fatality Risk in Italy.,2020,2020/05/20,Frontiers in medicine,1289,The paper directly addresses the research question by modeling fatality risk and CFR for COVID-19 in Italy using official epidemiological data. It provides original empirical analysis of the target parameter.,Explicitly analyzes and reports the case fatality ratio (CFR) and fatality risk as primary outcomes.,Presents original empirical analysis using fitting models and linear fit methods on official health data.
Qwen3.6 Plus,covid19,fatality,P4,4,32397286,FP,plausibly_relevant_not_in_sr_gt,high_5d_scores;original_or_data_signal;other_parameter_signal;target_parameter_signal,strong_candidate,S,4,4,4,4,4,4,Using Early Data to Estimate the Actual Infection Fatality Ratio from COVID-19 in France.,2020,2020/05/14,Biology,1111,The study directly addresses the research question by estimating the infection fatality ratio (IFR) for COVID-19 in France using original data and modeling. All dimensions are strongly supported.,Explicitly estimates and reports the infection fatality ratio (IFR) as the primary outcome.,Presents original empirical analysis using a mechanistic-statistical model applied to early epidemiological data.
Qwen3.6 Plus,covid19,fatality,P4,4,33843161,FP,weak_or_indirect_target_parameter,original_or_data_signal;other_parameter_signal;possible_bucket;target_parameter_signal;weak_parameter_score,possible_candidate,P,4,4,4,3,2,3,"Clinical characteristics and plasma antibody titer of patients with COVID-19 in Zhejiang, China.",2020,2021/04/12,Journal of Zhejiang University. Science. B,1806,"This is an original clinical study of COVID-19 patients in China focusing on antibody titers and clinical characteristics stratified by disease severity. While it addresses severity, the abstract does not explicitly confirm reporting of fatality, ICU, or ventilation outcomes, requiring full-text verification.","Mentions CFR only in the background citing WHO data. The study aims to assess clinical characteristics of severe/critical patients and antibody titers, but does not explicitly state that it reports mortality, fatality rates, ICU admission, or mechanical ventilation as quantified endpoints in the abstract.","Describes an original observational study ('Our study aimed to...') assessing clinical characteristics and antibody titers, implying primary data collection."
Qwen3.6 Plus,covid19,fatality,P4,4,32525827,FP,sparse_metadata_over_inclusion,original_or_data_signal;possible_bucket;sparse_or_no_abstract;target_parameter_signal;weak_evidence_score,possible_candidate,B,4,4,2,2,4,3,Estimating case fatality ratio during COVID-19 epidemics: Pitfalls and alternatives.,2020,2020/06/12,Journal of infection in developing countries,0,"The paper is highly relevant to the disease and explicitly focuses on the case fatality ratio. However, given the limited metadata, it appears methodological rather than primary empirical research, and lacks a specified geographic context.","Explicitly targets the case fatality ratio (CFR), which is a direct match for the target fatality parameter.",Evidence is limited; the focus on 'pitfalls and alternatives' strongly suggests a methodological review or commentary rather than primary empirical data collection.
Qwen3.6 Plus,covid19,fatality,P4,4,32521643,FP,plausibly_relevant_not_in_sr_gt,high_5d_scores;original_or_data_signal;other_parameter_signal;target_parameter_signal,strong_candidate,S,4,4,4,4,4,4,COVID-19 and Congenital Heart Disease: Results from a Nationwide Survey.,2020,2020/06/12,Journal of clinical medicine,1861,"The study directly addresses the research question by reporting original clinical and fatality outcomes of SARS-CoV-2 infection in a specific human population. It provides clear empirical data on severity and mortality, making it a strong candidate.","Explicitly reports mortality (""no deaths"") and severity outcomes (""mild clinical course"", cardiovascular complications) as primary results.",Reports original observational data from a multi-centre survey with specific clinical outcomes and complication rates.
Qwen3.6 Plus,covid19,fatality,P4,4,32868985,FP,broad_topic_over_inclusion,original_or_data_signal;other_parameter_signal;target_parameter_signal,strong_candidate,S,4,4,4,3,4,4,Correlation between immunity from BCG and the morbidity and mortality of COVID-19.,2020,2020/09/02,"Tropical diseases, travel medicine and vaccines",1470,"The paper conducts an original ecological analysis focusing directly on COVID-19 mortality and case fatality rates across countries. It clearly reports the target parameters and provides empirical evidence, qualifying it as a strong candidate.","Explicitly reports and analyzes COVID-19 mortality, deaths per 100,000, and case fatality rate as core outcomes.",Presents original ecological analysis using linear regression on publicly available country-level epidemiological data.
Qwen3.6 Plus,covid19,fatality,P4,4,32510525,FP,broad_topic_over_inclusion,original_or_data_signal;other_parameter_signal;target_parameter_signal,strong_candidate,S,4,4,4,3,4,4,Global prediction of unreported SARS-CoV2 infection from observed COVID-19 cases.,2020,2020/06/09,medRxiv : the preprint server for health sciences,1780,"The study directly addresses SARS-CoV-2 fatality outcomes by modeling and estimating the infection fatality rate (IFR) globally and regionally using real-world epidemiological data. It meets all criteria for disease, population, location, evidence, and target parameter relevance.",Explicitly estimates and reports the infection fatality rate (IFR) at different time points as a central outcome.,"Presents original primary analysis using Bayesian latent-variable SIR models fitted to real-world case, death, and recovery data."
Qwen3.6 Plus,covid19,fatality,P4,4,32913365,FP,broad_topic_over_inclusion,original_or_data_signal;other_parameter_signal;target_parameter_signal,strong_candidate,S,4,4,4,3,4,4,Monitoring trends and differences in COVID-19 case-fatality rates using decomposition methods: Contributions of age structure and age-specific fatality.,2020,2020/09/11,PloS one,1892,The paper directly investigates COVID-19 fatality by analyzing trends and differences in case-fatality rates (CFR) across multiple populations using original demographic decomposition of real-world data. It strongly aligns with the research question.,Explicitly calculates and reports case-fatality rates (CFR) and age-specific CFRs as primary outcomes.,Conducts original empirical analysis using demographic decomposition methods on reported case and death data.
